	videoFile	#groundTruthWords	groundTruthWords	Noun	Adverb	Adjective	Verb	Pointers	others
16	proteinas_98.mp4	7	['Protein' 'animals' 'different' 'egg' 'inside' 'milk' 'one']	['Protein', 'animals', 'egg', 'milk']	[]	['different']	[]	[]	['inside', 'one']
17	proteinas_99.mp4	6	['chicken' 'cow' 'different' 'fish' 'meat' 'pork']	['chicken', 'cow', 'fish', 'meat', 'pork']	[]	['different']	[]	[]	[]
18	proteinas_107.mp4	5	['Protein' 'daily' 'eat' 'fifty' 'grams']	['Protein', 'eat', 'fifty', 'grams']	[]	['daily']	[]	[]	[]
19	proteinas_113.mp4	8	"['C-A-R-B-O-H-I-D-R-A-T-O-S' 'Water' 'fat' 'percentage' 'protein' 'seven'
 'ten' 'zero']"	['C-A-R-B-O-H-I-D-R-A-T-O-S', 'Water', 'fat', 'percentage', 'protein', 'ten', 'zero']	[]	[]	[]	[]	['seven']
20	proteinas_66.mp4	4	['amount' 'body' 'eat' 'many']	['amount', 'body', 'eat']	[]	['many']	[]	[]	[]
21	proteinas_72.mp4	1	['teach']	['teach']	[]	[]	[]	[]	[]
22	proteinas_76.mp4	4	['Peru' 'everything' 'hello' 'kids']	['Peru', 'everything', 'hello', 'kids']	[]	[]	[]	[]	[]
23	proteinas_62.mp4	19	"['/' '?' 'Add' 'E' 'L' 'Maximum' 'N' 'R' 'Water' 'approximate' 'daily'
 'excuse' 'fat' 'good' 'include' 'inside' 'many' 'protein' 'vitamin']"	['/', 'E', 'L', 'Maximum', 'N', 'R', 'Water', 'approximate', 'excuse', 'fat', 'include', 'protein', 'vitamin']	[]	['daily', 'good', 'many']	['Add']	[]	['inside']
24	proteinas_89.mp4	1	['hello']	['hello']	[]	[]	[]	[]	[]
25	proteinas_117.mp4	4	['Protein' 'approximate' 'chicken' 'many']	['Protein', 'approximate', 'chicken']	[]	['many']	[]	[]	[]
26	proteinas_103.mp4	11	"['.' 'ask' 'different' 'eat' 'fifth' 'grade' 'kids' 'look' 'many' 'need'
 'sixth']"	['ask', 'eat', 'fifth', 'grade', 'kids', 'look', 'need', 'sixth']	[]	['different', 'many']	[]	[]	[]
27	proteinas_102.mp4	9	['adult' 'age' 'depends' 'eat' 'man' 'need' 'person' 'training' 'woman']	['adult', 'age', 'depends', 'eat', 'man', 'need', 'person', 'training', 'woman']	[]	[]	[]	[]	[]
28	proteinas_116.mp4	1	['good']	[]	[]	['good']	[]	[]	[]
29	proteinas_88.mp4	10	"['come' 'eat' 'good' 'important' 'many' 'strong' 'think' 'together'
 'watch' 'within']"	['eat', 'think', 'watch']	['together']	['good', 'important', 'many', 'strong']	['come']	[]	['within']
30	proteinas_63.mp4	6	['benefit' 'eat' 'good' 'increase' 'many' 'think']	['benefit', 'eat', 'increase', 'think']	[]	['good', 'many']	[]	[]	[]
31	proteinas_77.mp4	4	['C' 'P' 'PA' 'R']	['P', 'PA', 'R']	[]	[]	[]	[]	[]
32	proteinas_49.mp4	2	['eat' 'times']	['eat', 'times']	[]	[]	[]	[]	[]
33	proteinas_61.mp4	6	['benefit' 'eat' 'excuse' 'good' 'know' 'think']	['benefit', 'eat', 'excuse', 'think']	[]	['good']	['know']	[]	[]
34	proteinas_75.mp4	1	['hello']	['hello']	[]	[]	[]	[]	[]
35	proteinas_128.mp4	3	['Prices' 'percentage' 'protein']	['Prices', 'percentage', 'protein']	[]	[]	[]	[]	[]
36	proteinas_100.mp4	12	"['C' 'H' 'Protein' 'RQ' 'Wi' 'animals' 'cow' 'different' 'dried' 'food'
 'meat' 'within']"	['H', 'Protein', 'RQ', 'Wi', 'animals', 'cow', 'food', 'meat']	[]	['different']	['dried']	[]	['within']
37	proteinas_114.mp4	5	['chicken' 'focus' 'meat' 'protein' 'share']	['chicken', 'focus', 'meat', 'protein', 'share']	[]	[]	[]	[]	[]
38	proteinas_115.mp4	3	['percentage' 'protein' 'zero']	['percentage', 'protein', 'zero']	[]	[]	[]	[]	[]
39	proteinas_101.mp4	5	['Diarifying' 'approximate' 'eat' 'many' 'protein']	['approximate', 'eat', 'protein']	[]	['many']	['Diarifying']	[]	[]
40	proteinas_129.mp4	0	[]	[]	[]	[]	[]	[]	[]
41	proteinas_74.mp4	3	['excuse' 'percentage' 'teach']	['excuse', 'percentage', 'teach']	[]	[]	[]	[]	[]
42	proteinas_60.mp4	13	"['E' 'L' 'N' 'Protein' 'R' 'fat' 'food' 'give' 'good' 'strong' 'tell'
 'vitamins' 'within']"	['E', 'L', 'N', 'Protein', 'R', 'fat', 'food', 'tell', 'vitamins']	[]	['good', 'strong']	['give']	[]	['within']
43	proteinas_48.mp4	0	[]	[]	[]	[]	[]	[]	[]
44	proteinas_9.mp4	1	['perfect']	['perfect']	[]	[]	[]	[]	[]
45	proteinas_204.mp4	3	['?' 'eat' 'find']	['eat']	[]	[]	['find']	[]	[]
46	proteinas_13.mp4	8	['different' 'eat' 'family' 'happy' 'think' 'try' 'week' 'within']	['eat', 'family', 'think', 'try', 'week']	[]	['different', 'happy']	[]	[]	['within']
47	proteinas_199.mp4	5	['calculation' 'easy' 'everybody' 'know' 'together']	['calculation', 'everybody']	['together']	['easy']	['know']	[]	[]
48	proteinas_166.mp4	1	['Right']	[]	['Right']	[]	[]	[]	[]
49	proteinas_172.mp4	0	[]	[]	[]	[]	[]	[]	[]
50	proteinas_173.mp4	5	['calculate' 'excuse' 'percentage' 'perfect' 'understand']	['calculate', 'excuse', 'percentage', 'perfect', 'understand']	[]	[]	[]	[]	[]
51	proteinas_167.mp4	6	['daily' 'eat' 'grams' 'many' 'protein' 'remind']	['eat', 'grams', 'protein', 'remind']	[]	['daily', 'many']	[]	[]	[]
52	proteinas_198.mp4	6	['G-R' 'Prices' 'Q-U-I-N-U-A' 'four' 'many' 'protein']	['G-R', 'Prices', 'Q-U-I-N-U-A', 'protein']	[]	['many']	[]	[]	['four']
53	proteinas_12.mp4	9	"['N' 'NN' 'come' 'everything' 'forget' 'notebook' 'questions' 'think'
 'write']"	['N', 'NN', 'everything', 'forget', 'notebook', 'questions', 'think', 'write']	[]	[]	['come']	[]	[]
54	proteinas_205.mp4	5	['?' 'calculate' 'germinate' 'percentage' 'protein']	['calculate', 'germinate', 'percentage', 'protein']	[]	[]	[]	[]	[]
55	proteinas_8.mp4	1	['Ah']	['Ah']	[]	[]	[]	[]	[]
56	proteinas_207.mp4	20	"['.' 'D-E' 'Prices' 'Sol_moneda' 'Yes' 'cake' 'equal' 'five' 'four'
 'friend' 'good' 'half' 'imagine' 'one' 'percentage' 'share' 'six' 'smart'
 'think' 'zero']"	['D-E', 'Prices', 'Sol_moneda', 'cake', 'friend', 'half', 'imagine', 'percentage', 'share', 'smart', 'think', 'zero']	[]	['equal', 'good']	[]	[]	['Yes', 'five', 'four', 'one', 'six']
57	proteinas_10.mp4	6	['brother' 'dad' 'everybody' 'first' 'mother' 'warn']	['brother', 'dad', 'everybody', 'mother', 'warn']	['first']	[]	[]	[]	[]
58	proteinas_38.mp4	1	['tell']	['tell']	[]	[]	[]	[]	[]
59	proteinas_171.mp4	6	['?' 'G-R' 'daily' 'eat' 'five' 'zero']	['G-R', 'eat', 'zero']	[]	['daily']	[]	[]	['five']
60	proteinas_165.mp4	10	['?' 'G-R' 'Prices' 'ask' 'chicken' 'eat' 'four' 'press' 'protein' 'zero']	['G-R', 'Prices', 'ask', 'chicken', 'eat', 'press', 'protein', 'zero']	[]	[]	[]	[]	['four']
61	proteinas_159.mp4	0	[]	[]	[]	[]	[]	[]	[]
62	proteinas_158.mp4	0	[]	[]	[]	[]	[]	[]	[]
63	proteinas_164.mp4	11	"['G-R' 'Prices' 'chicken' 'equal' 'equivalent' 'four' 'multiply'
 'percentage' 'protein' 'tell' 'zero']"	['G-R', 'Prices', 'chicken', 'equivalent', 'multiply', 'percentage', 'protein', 'tell', 'zero']	[]	['equal']	[]	[]	['four']
64	proteinas_170.mp4	8	['G-R' 'Prices' 'chicken' 'daily' 'eat' 'four' 'protein' 'zero']	['G-R', 'Prices', 'chicken', 'eat', 'protein', 'zero']	[]	['daily']	[]	[]	['four']
65	proteinas_39.mp4	1	['Yes']	[]	[]	[]	[]	[]	['Yes']
66	proteinas_11.mp4	5	['Union' 'call' 'family' 'together' 'watch']	['Union', 'call', 'family', 'watch']	['together']	[]	[]	[]	[]
67	proteinas_206.mp4	33	"['.' '?' 'P-A-T-R-I-C-I-A' 'President' 'Prices' 'Sol_moneda' 'Yes'
 'announce' 'blender' 'buy' 'calculate' 'easy' 'elections' 'equal'
 'excuse' 'five' 'know' 'learn' 'many' 'money' 'one' 'pay' 'percentage'
 'reduce' 'sell' 'seven' 'share' 'subtract' 'three' 'use' 'watch' 'work'
 'zero']"	['P-A-T-R-I-C-I-A', 'President', 'Prices', 'Sol_moneda', 'announce', 'blender', 'calculate', 'elections', 'excuse', 'learn', 'money', 'pay', 'percentage', 'sell', 'share', 'subtract', 'use', 'watch', 'work', 'zero']	[]	['easy', 'equal', 'many']	['buy', 'know', 'reduce']	[]	['Yes', 'five', 'one', 'seven', 'three']
68	proteinas_202.mp4	1	['good']	[]	[]	['good']	[]	[]	[]
69	proteinas_29.mp4	7	['days' 'five' 'four' 'next' 'put' 'three' 'two']	['days', 'put']	[]	['next']	[]	[]	['five', 'four', 'three', 'two']
70	proteinas_15.mp4	7	['/' 'Conserve' 'Inca' 'Preserve' 'Water' 'save' 'use']	['/', 'Conserve', 'Inca', 'Preserve', 'Water', 'use']	[]	[]	['save']	[]	[]
71	proteinas_148.mp4	1	['percentage']	['percentage']	[]	[]	[]	[]	[]
72	proteinas_174.mp4	1	['germinated']	[]	[]	[]	['germinated']	[]	[]
73	proteinas_160.mp4	0	[]	[]	[]	[]	[]	[]	[]
74	proteinas_161.mp4	0	[]	[]	[]	[]	[]	[]	[]
75	proteinas_175.mp4	4	['germinated' 'know' 'many' 'percentage']	['percentage']	[]	['many']	['germinated', 'know']	[]	[]
76	proteinas_149.mp4	1	['good']	[]	[]	['good']	[]	[]	[]
77	proteinas_14.mp4	8	['Ah' 'continue' 'different' 'eat' 'know' 'save' 'way' 'well']	['Ah', 'continue', 'eat', 'way']	['well']	['different']	['know', 'save']	[]	[]
78	proteinas_28.mp4	10	"['Water' 'approximately' 'day' 'five' 'flip' 'four' 'open' 'put' 'spray'
 'tie']"	['Water', 'day', 'flip', 'put', 'spray', 'tie']	['approximately']	['open']	[]	[]	['five', 'four']
79	proteinas_203.mp4	19	"['?' 'Excellent' 'G-R' 'Prices' 'Q-U-I-N-U-A' 'eat' 'five' 'four'
 'germinate' 'germinated' 'good' 'learn' 'many' 'multiply' 'one'
 'percentage' 'protein' 'ten' 'three']"	['Excellent', 'G-R', 'Prices', 'Q-U-I-N-U-A', 'eat', 'germinate', 'learn', 'multiply', 'percentage', 'protein', 'ten']	[]	['good', 'many']	['germinated']	[]	['five', 'four', 'one', 'three']
80	proteinas_201.mp4	0	[]	[]	[]	[]	[]	[]	[]
81	proteinas_188.mp4	1	['tell']	['tell']	[]	[]	[]	[]	[]
82	proteinas_16.mp4	5	['C' 'H' 'meat' 'save' 'take']	['H', 'meat']	[]	[]	['save', 'take']	[]	[]
83	proteinas_163.mp4	0	[]	[]	[]	[]	[]	[]	[]
84	proteinas_177.mp4	7	['Prices' 'germinated' 'lentil' 'many' 'percentage' 'protein' 'three']	['Prices', 'lentil', 'percentage', 'protein']	[]	['many']	['germinated']	[]	['three']
85	proteinas_176.mp4	8	"['approximately' 'eat' 'germinated' 'investigate' 'lentil' 'nine'
 'percentage' 'protein']"	['eat', 'investigate', 'lentil', 'percentage', 'protein']	['approximately']	[]	['germinated']	[]	['nine']
86	proteinas_162.mp4	0	[]	[]	[]	[]	[]	[]	[]
87	proteinas_17.mp4	9	['Group' 'N' 'NN' 'Please' 'change' 'continue' 'save' 'tell' 'temperature']	['Group', 'N', 'NN', 'change', 'continue', 'tell', 'temperature']	[]	[]	['Please', 'save']	[]	[]
88	proteinas_189.mp4	15	"['Finally' 'G-R' 'Prices' 'analyze' 'equal' 'germinated' 'good' 'lentil'
 'multiply' 'nine' 'percentage' 'protein' 'seven' 'tell' 'three']"	['G-R', 'Prices', 'analyze', 'lentil', 'multiply', 'percentage', 'protein', 'tell']	['Finally']	['equal', 'good']	['germinated']	[]	['nine', 'seven', 'three']
89	proteinas_200.mp4	12	"['G-R' 'Prices' 'Q-U-I-N-U-A' 'everything' 'four' 'home' 'many' 'one'
 'percentage' 'share' 'tell' 'use']"	['G-R', 'Prices', 'Q-U-I-N-U-A', 'everything', 'home', 'percentage', 'share', 'tell', 'use']	[]	['many']	[]	[]	['four', 'one']
90	proteinas_26.mp4	5	['Water' 'beans' 'cover' 'meter' 'tie']	['Water', 'beans', 'cover', 'meter', 'tie']	[]	[]	[]	[]	[]
91	proteinas_184.mp4	1	['good']	[]	[]	['good']	[]	[]	[]
92	proteinas_32.mp4	5	['?' 'Health' 'eat' 'excuse' 'healthy']	['Health', 'eat', 'excuse']	[]	['healthy']	[]	[]	[]
93	proteinas_190.mp4	9	"['G-R' 'Prices' 'eat' 'germinated' 'know' 'lentil' 'protein' 'seven'
 'three']"	['G-R', 'Prices', 'eat', 'lentil', 'protein']	[]	[]	['germinated', 'know']	[]	['seven', 'three']
94	proteinas_147.mp4	2	['many' 'smart']	['smart']	[]	['many']	[]	[]	[]
95	proteinas_153.mp4	2	['everything' 'remember']	['everything']	[]	[]	['remember']	[]	[]
96	proteinas_152.mp4	0	[]	[]	[]	[]	[]	[]	[]
97	proteinas_146.mp4	0	[]	[]	[]	[]	[]	[]	[]
98	proteinas_191.mp4	5	['?' 'daily' 'five' 'food' 'zero']	['food', 'zero']	[]	['daily']	[]	[]	['five']
99	proteinas_33.mp4	6	['Health' 'eat' 'questions' 'strong' 'think' 'within']	['Health', 'eat', 'questions', 'think']	[]	['strong']	[]	[]	['within']
100	proteinas_185.mp4	2	['share' 'us']	['share']	[]	[]	[]	['us']	[]
101	proteinas_27.mp4	8	['Water' 'bottle' 'flow' 'frequently' 'later' 'leave' 'throw' 'uncover']	['Water', 'bottle', 'flow', 'throw', 'uncover']	['frequently', 'later']	[]	['leave']	[]	[]
102	proteinas_1.mp4	8	['Meter' 'day' 'fifth' 'good' 'grade' 'kids' 'primary' 'sixth']	['Meter', 'day', 'fifth', 'grade', 'kids', 'primary', 'sixth']	[]	['good']	[]	[]	[]
103	proteinas_3.mp4	2	['excuse' 'today']	['excuse', 'today']	[]	[]	[]	[]	[]
104	proteinas_31.mp4	8	['?' 'Please' 'Yes' 'dried' 'healthy' 'meat' 'preserved' 'tell']	['meat', 'tell']	[]	['healthy']	['Please', 'dried', 'preserved']	[]	['Yes']
105	proteinas_193.mp4	1	['Yes']	[]	[]	[]	[]	[]	['Yes']
106	proteinas_25.mp4	4	['excuse' 'first' 'plant' 'process']	['excuse', 'plant', 'process']	['first']	[]	[]	[]	[]
107	proteinas_187.mp4	12	"['?' 'G-R' 'approximate' 'germinated' 'know' 'many' 'new' 'nine'
 'percentage' 'protein' 'smart' 'three']"	['G-R', 'approximate', 'percentage', 'protein', 'smart']	[]	['many', 'new']	['germinated', 'know']	[]	['nine', 'three']
108	proteinas_19.mp4	1	['interesting']	[]	[]	[]	['interesting']	[]	[]
109	proteinas_150.mp4	2	['equal' 'percentage']	['percentage']	[]	['equal']	[]	[]	[]
110	proteinas_144.mp4	0	[]	[]	[]	[]	[]	[]	[]
111	proteinas_178.mp4	3	['eat' 'know' 'many']	['eat']	[]	['many']	['know']	[]	[]
112	proteinas_179.mp4	2	['investigate' 'together']	['investigate']	['together']	[]	[]	[]	[]
113	proteinas_145.mp4	0	[]	[]	[]	[]	[]	[]	[]
114	proteinas_151.mp4	4	['G-R' 'Prices' 'chicken' 'weigh']	['G-R', 'Prices', 'chicken', 'weigh']	[]	[]	[]	[]	[]
115	proteinas_18.mp4	2	['meat' 'shall']	['meat']	[]	[]	[]	[]	['shall']
116	proteinas_186.mp4	6	['G-R' 'Prices' 'one' 'share' 'three' 'us']	['G-R', 'Prices', 'share']	[]	[]	[]	['us']	['one', 'three']
117	proteinas_24.mp4	2	['remind' 'worry']	['remind', 'worry']	[]	[]	[]	[]	[]
118	proteinas_192.mp4	7	['Q-U-I-N-U-A' 'germinated' 'lentil' 'listen' 'many' 'protein' 'watch']	['Q-U-I-N-U-A', 'lentil', 'listen', 'protein', 'watch']	[]	['many']	['germinated']	[]	[]
119	proteinas_30.mp4	3	['beans' 'plant' 'think']	['beans', 'plant', 'think']	[]	[]	[]	[]	[]
120	proteinas_2.mp4	2	['Name' 'P-A-T-R-I-C-I-A']	['Name', 'P-A-T-R-I-C-I-A']	[]	[]	[]	[]	[]
121	proteinas_6.mp4	8	['continue' 'educate' 'guys' 'home' 'idea' 'learn' 'ministry' 'picture']	['continue', 'educate', 'guys', 'home', 'idea', 'learn', 'ministry', 'picture']	[]	[]	[]	[]	[]
122	proteinas_196.mp4	0	[]	[]	[]	[]	[]	[]	[]
123	proteinas_34.mp4	5	['community' 'eat' 'know' 'stuff' 'times']	['community', 'eat', 'stuff', 'times']	[]	[]	['know']	[]	[]
124	proteinas_182.mp4	4	['G-R' 'Prices' 'germinated' 'three']	['G-R', 'Prices']	[]	[]	['germinated']	[]	['three']
125	proteinas_20.mp4	8	['Ah' 'eat' 'growing' 'know' 'plant' 'sow' 'sprout' 'think']	['Ah', 'eat', 'plant', 'sow', 'sprout', 'think']	[]	[]	['growing', 'know']	[]	[]
126	proteinas_169.mp4	1	['Right']	[]	['Right']	[]	[]	[]	[]
127	proteinas_155.mp4	0	[]	[]	[]	[]	[]	[]	[]
128	proteinas_141.mp4	5	['Prices' 'ask' 'many' 'one' 'percentage']	['Prices', 'ask', 'percentage']	[]	['many']	[]	[]	['one']
129	proteinas_140.mp4	4	['Prices' 'everything' 'one' 'percentage']	['Prices', 'everything', 'percentage']	[]	[]	[]	[]	['one']
130	proteinas_154.mp4	1	['good']	[]	[]	['good']	[]	[]	[]
131	proteinas_168.mp4	5	['G-R' 'daily' 'eat' 'five' 'zero']	['G-R', 'eat', 'zero']	[]	['daily']	[]	[]	['five']
132	proteinas_21.mp4	16	"['.' '/' '?' 'Ah' 'Seed' 'Sprout' 'TV' 'beans' 'change' 'great' 'new'
 'plant' 'pollen' 'sprout' 'today' 'watch']"	['/', 'Ah', 'Seed', 'Sprout', 'TV', 'beans', 'change', 'plant', 'pollen', 'sprout', 'today', 'watch']	[]	['great', 'new']	[]	[]	[]
133	proteinas_183.mp4	2	['Yes' 'share']	['share']	[]	[]	[]	[]	['Yes']
134	proteinas_35.mp4	3	['easy' 'tell' 'try']	['tell', 'try']	[]	['easy']	[]	[]	[]
135	proteinas_197.mp4	1	['good']	[]	[]	['good']	[]	[]	[]
136	proteinas_7.mp4	6	['Ah' 'Ready' 'get' 'learn' 'start' 'together']	['Ah', 'learn', 'start']	['together']	['Ready']	['get']	[]	[]
137	proteinas_5.mp4	6	['.' '/' 'Invite' 'Pass' 'home' 'learn']	['/', 'Invite', 'Pass', 'home', 'learn']	[]	[]	[]	[]	[]
138	proteinas_181.mp4	4	['Prices' 'one' 'remind' 'square']	['Prices', 'remind', 'square']	[]	[]	[]	[]	['one']
139	proteinas_23.mp4	6	['eat' 'family' 'floor' 'help' 'home' 'plant']	['eat', 'family', 'floor', 'help', 'home', 'plant']	[]	[]	[]	[]	[]
140	proteinas_195.mp4	8	"['Q-U-I-N-U-A' 'find' 'germinated' 'percentage' 'protein' 'ten' 'three'
 'watch']"	['Q-U-I-N-U-A', 'percentage', 'protein', 'ten', 'watch']	[]	[]	['find', 'germinated']	[]	['three']
141	proteinas_37.mp4	7	['Health' 'eat' 'good' 'meal' 'tell' 'times' 'watch']	['Health', 'eat', 'meal', 'tell', 'times', 'watch']	[]	['good']	[]	[]	[]
142	proteinas_142.mp4	2	['one' 'percentage']	['percentage']	[]	[]	[]	[]	['one']
143	proteinas_156.mp4	0	[]	[]	[]	[]	[]	[]	[]
144	proteinas_157.mp4	0	[]	[]	[]	[]	[]	[]	[]
145	proteinas_143.mp4	3	['Right' 'one' 'percentage']	['percentage']	['Right']	[]	[]	[]	['one']
146	proteinas_36.mp4	3	['draw' 'several' 'show']	['draw', 'show']	[]	['several']	[]	[]	[]
147	proteinas_194.mp4	5	['everybody' 'know' 'many' 'percentage' 'protein']	['everybody', 'percentage', 'protein']	[]	['many']	['know']	[]	[]
148	proteinas_22.mp4	5	['eat' 'good' 'inside' 'sense' 'strong']	['eat', 'sense']	[]	['good', 'strong']	[]	[]	['inside']
149	proteinas_180.mp4	4	['expect' 'guys' 'home' 'kid']	['guys', 'home', 'kid']	[]	[]	['expect']	[]	[]
150	proteinas_4.mp4	3	['good' 'happy' 'sense']	['sense']	[]	['good', 'happy']	[]	[]	[]
151	proteinas_45.mp4	0	[]	[]	[]	[]	[]	[]	[]
152	proteinas_51.mp4	1	['Yes']	[]	[]	[]	[]	[]	['Yes']
153	proteinas_79.mp4	20	"['/' '?' 'B' 'C' 'E' 'H' 'Include' 'Inside' 'L' 'N' 'P' 'R' 'Water' 'eat'
 'fat' 'meal' 'protein' 'tell' 'vitamins' 'within']"	['/', 'B', 'E', 'H', 'Include', 'L', 'N', 'P', 'R', 'Water', 'eat', 'fat', 'meal', 'protein', 'tell', 'vitamins']	[]	[]	[]	[]	['Inside', 'within']
154	proteinas_86.mp4	4	['everything' 'information' 'interesting' 'need']	['everything', 'information', 'need']	[]	[]	['interesting']	[]	[]
155	proteinas_124.mp4	1	['quiet']	[]	[]	['quiet']	[]	[]	[]
156	proteinas_92.mp4	5	['Protein' 'Yes' 'animals' 'cow' 'eat']	['Protein', 'animals', 'cow', 'eat']	[]	[]	[]	[]	['Yes']
157	proteinas_130.mp4	3	['court' 'return' 'solution']	['court', 'return', 'solution']	[]	[]	[]	[]	[]
158	proteinas_118.mp4	4	['Prices' 'one' 'percentage' 'summer']	['Prices', 'percentage', 'summer']	[]	[]	[]	[]	['one']
159	proteinas_119.mp4	4	['daily' 'eat' 'many' 'remind']	['eat', 'remind']	[]	['daily', 'many']	[]	[]	[]
160	proteinas_131.mp4	10	"['?' 'Grid' 'colors' 'return' 'rule' 'share' 'tell' 'think' 'weather'
 'write']"	['Grid', 'colors', 'return', 'rule', 'share', 'tell', 'think', 'weather', 'write']	[]	[]	[]	[]	[]
161	proteinas_93.mp4	2	['Yes' 'reason']	['reason']	[]	[]	[]	[]	['Yes']
162	proteinas_125.mp4	3	['chicken' 'many' 'weigh']	['chicken', 'weigh']	[]	['many']	[]	[]	[]
163	proteinas_87.mp4	5	['C' 'P' 'R' 'call' 'think']	['P', 'R', 'call', 'think']	[]	[]	[]	[]	[]
164	proteinas_78.mp4	6	['good' 'guys' 'happy' 'share' 'today' 'together']	['guys', 'share', 'today']	['together']	['good', 'happy']	[]	[]	[]
165	proteinas_50.mp4	3	['Yes' 'attention' 'eat']	['attention', 'eat']	[]	[]	[]	[]	['Yes']
166	proteinas_44.mp4	0	[]	[]	[]	[]	[]	[]	[]
167	proteinas_52.mp4	2	['eat' 'strong']	['eat']	[]	['strong']	[]	[]	[]
168	proteinas_46.mp4	1	['Yes']	[]	[]	[]	[]	[]	['Yes']
169	proteinas_91.mp4	4	['Protein' 'eat' 'think' 'within']	['Protein', 'eat', 'think']	[]	[]	[]	[]	['within']
170	proteinas_133.mp4	2	['come' 'expect']	[]	[]	[]	['come', 'expect']	[]	[]
171	proteinas_85.mp4	9	['awake' 'body' 'boost' 'eat' 'pain' 'plus' 'sense' 'think' 'within']	['awake', 'body', 'boost', 'eat', 'pain', 'sense', 'think']	[]	[]	[]	[]	['plus', 'within']
172	proteinas_127.mp4	4	['chicken' 'eat' 'many' 'percentage']	['chicken', 'eat', 'percentage']	[]	['many']	[]	[]	[]
173	proteinas_126.mp4	3	['G-R' 'Prices' 'weigh']	['G-R', 'Prices', 'weigh']	[]	[]	[]	[]	[]
174	proteinas_84.mp4	11	"['Protein' 'good' 'growing' 'help' 'move' 'muscle' 'ok' 'strength'
 'strengthen' 'strong' 'within']"	['Protein', 'help', 'move', 'muscle', 'ok', 'strength', 'strengthen']	[]	['good', 'strong']	['growing']	[]	['within']
175	proteinas_132.mp4	16	"['/' 'Go' 'Grid' 'Reply' 'adult' 'annotate' 'ask' 'back' 'colors' 'come'
 'help' 'notebook' 'pencil' 'rule' 'teacher' 'write']"	['/', 'Grid', 'Reply', 'adult', 'annotate', 'ask', 'colors', 'help', 'notebook', 'pencil', 'rule', 'teacher', 'write']	['back']	[]	['Go', 'come']	[]	[]
